,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
170,108,1.20606523917482,-0.124884657032952,0.118939145289695,0.0237349897103378,-0.549086910063904,-0.949920328551684,0.0708504474888013,-0.125881143133503,0.136791406984301,-0.0713090481052341,1.29067211004062,0.732146691784496,-0.841318571460324,0.502670309047714,-0.496897322296388,-0.164947888104994,-0.064146614481136,-0.247691313675293,0.577806558682599,-0.0842443493263415,-0.0181849497446971,-0.0184539828304339,-0.0845139870486049,0.627739333020967,0.456423963625142,1.09164527702942,-0.107970427358111,-0.0135916772503965,25.8,0.0
2403,1961,1.11960000757018,-0.0173790127439742,0.733075627396078,1.5365378985397,-0.643018876218623,-0.22320460741168,-0.250291609767875,0.138704980107488,0.755790837241231,-0.112901579929161,-0.646045592459862,-0.256991888694678,-1.91720705367433,0.252577927964475,-0.0385153311927357,-0.712976535496903,0.499112753735399,-0.736420938911235,-0.508079021432073,-0.308055563144349,-0.0296807086848885,0.110689647364684,-0.0328661019599941,0.386706432872045,0.562866340131994,-0.256866243911322,0.0430299574129019,0.0186862313791194,9.95,0.0
1103,856,-0.916705678506826,0.74986220076701,2.06766164429563,0.0950770991559482,-0.237842824779924,-0.342993550513118,0.454652785927603,0.0120555537549368,0.432845175364353,-0.691966361829923,-1.11920287621097,0.0866331979099919,-0.271624342022817,-0.478933829313815,-0.737596081072753,0.142109174915807,-0.554216938331369,0.0635285342625771,-1.03391614531359,-0.258887204005612,0.216654237449934,0.693767170967913,-0.282403037941443,0.410592295313249,0.089231305707706,-0.469512234843131,-0.127947585865814,0.162296946484046,23.9,0.0
1293,1001,1.21761784837632,0.328141478440131,0.134010979404479,0.559108426429921,0.0623835628647262,-0.37094419042528,0.0791101743416134,-0.0978479071549191,-0.0885500490646054,-0.358746527097119,-0.0081484630974049,0.695966627282659,1.20018920039365,-0.463128456638382,1.27165872262437,0.248916169542841,0.0895135269734971,-0.742406584773026,-0.430985767213016,-0.0186105980117682,-0.266200230625189,-0.711597277506962,0.093403737541987,-0.300369276153967,0.218634361232305,0.142125259279449,-0.0030952188378616,0.0276995146118472,12.94,0.0
1115,866,0.893572742901918,-0.315897835114142,0.263384464200556,1.32366516115124,-0.153240383908775,0.602034811644173,-0.101911100645934,0.341775848125407,0.27253860549006,0.0053650772368445,1.10640851527384,0.410750706314511,-1.91537389865448,0.650449850351747,-0.342953958510898,-0.733844956658174,0.397841204563287,-0.713528557191373,-0.463181957345569,-0.128266426298698,0.0162980633521358,-0.014151845446702,-0.107097525761575,-0.320423274797343,0.465866080386002,-0.304486830442619,0.0239187737237055,0.0151795104657403,102.9,0.0
1035,784,1.55349234182238,-1.12460698531248,0.463438788753044,-1.50595781837849,-1.46686758503891,-0.338918300787302,-1.28782999680468,-0.0722363164495302,-1.49314311609903,1.43634346386447,-1.31510106406654,-1.34168195698866,0.435370791055485,-0.488230290503922,0.93370027368071,0.108440122633618,0.0865055990828867,0.616812945498769,-0.124664936354739,-0.307868251894099,-0.117828896247081,0.0618561972386855,-0.102484003803582,-0.471195856186985,0.44127785852502,-0.0503415186151025,0.0485440590174241,0.018436994756526,14.2,0.0
2421,1993,1.00957555058854,0.0729062886119003,1.71482479436852,2.42208620474503,-0.888163350619403,0.694156692960458,-0.957776291342409,0.491998628197771,-0.206727049990005,0.781327847936808,1.29035708568376,0.196416156378378,-0.868666465935534,0.212829684947281,0.743374811912486,1.19750517444458,-0.777036960625512,0.565001723380358,-1.56309478851903,-0.1972428435548,0.318212215497789,0.851501916019862,0.0224754532146762,0.210402558176004,0.084578543473996,0.112326113123104,0.0513593100561042,0.0297743592173588,12.14,0.0
2291,1835,-4.17441606896362,2.74865306679212,-0.776032492473069,-2.02433631545658,-1.54975028055649,0.0118583658501428,0.564680986469793,0.680609186025138,2.44806660267812,3.41342567485075,1.25883144387066,0.41865238829484,-0.774310001754612,-0.465106176939843,0.440319424161803,0.620708871159655,-0.774193611397706,-0.333538323643521,-1.06539089722062,1.10840031721837,-0.639719924256275,-0.401210041577239,0.0348036480725951,-0.310504524256693,0.341340210401628,0.777287016220956,1.07061640538685,0.459016100373663,153.76,0.0
1722,1335,-2.29084796764059,-0.72484503433097,3.09071502128286,-0.746779326047737,2.16953298533578,1.97517704581344,2.22527233542659,-3.04315281756665,3.49799904303099,4.06888548822465,1.66918981570942,-0.374296233673554,0.421761845133321,-3.88853147421023,1.98231604824072,-2.86504080211538,-0.132600314129561,-2.66669080612525,-0.290286412218716,-0.189021980958269,-0.396727730045764,1.57463398041113,-0.431064993397507,-0.795598110047165,-1.13796408288464,0.759778609645408,-4.54186016535067,-1.96224080293275,9.95,0.0
948,718,0.325401009632497,-2.50986537245074,0.614650994268659,-0.174644707409684,-1.74726836956461,1.06732871752108,-0.857322841744206,0.432395136574327,0.0100944030476567,0.286615910900125,1.12742663555809,-0.0495470416486209,-1.29823549479655,-0.298422053373612,-0.673038565386043,0.466067751005571,1.09174762769492,-1.69969792362627,0.342444236448931,0.844357712686248,0.37238155180878,0.178947814786103,-0.332992575163976,-0.256951563473416,-0.0064177419925967,-0.24725296906139,-0.0116866535993896,0.0853064156256328,467.74,0.0
169,108,-0.817164489969121,0.548007876102878,1.98742900112693,2.3476202744003,0.0368877421359418,1.50952321014436,0.692961314176488,0.508962009401622,-1.25429675386016,0.174445162255293,1.10403832340459,0.309737812044991,-0.837951587211725,0.214179328423134,-0.527740106897755,-0.422317897460667,0.395338553436818,-0.713973036325154,-0.217067008221473,0.23386480414758,-0.0473359938181992,-0.324229307041844,0.23197950515392,-0.335247980507064,0.161931952468869,0.0146944525029652,-0.0286911681326172,-0.0152570002248224,148.43,0.0
3624,3100,-0.302520690013682,0.447473606170949,-0.495757487926775,-3.21479928170564,2.70504105264306,2.76243958474878,0.593846555077562,0.556451025514572,0.697719595505647,-1.09018090617913,-0.111087964243309,0.0626523474576219,-0.238457031495562,0.215738138536011,1.06935589341597,-0.255230524748655,-1.07208498526811,0.485110431510628,0.271314885172261,0.156089011075005,0.0073428026657956,0.250885695089417,-0.331599689403957,1.00995227965779,0.233730179901549,-0.824470557380348,0.241305212556617,-0.0203586378568534,1.0,0.0
293,209,-0.572010633445768,0.374980871055565,0.923823032724171,-0.954005872315245,0.753635444187849,0.139494795433016,1.45074773940628,-0.551715607125337,-0.126158540017941,0.0684448790819131,0.351181327339534,0.224943615111342,0.448234261671864,-0.362391077337668,-0.29747225625761,0.828896267295928,-1.64672970977544,0.559570501457162,-0.203285080352878,-0.127564678412084,-0.0303236511688595,0.334778622363673,-0.192455176036111,-0.790313074175178,0.110172912071476,0.309764577305615,-0.504722784068263,-0.498287038830461,95.56,0.0
2712,2252,-1.58354990892345,0.545735098799791,0.869471586088412,1.3055657874025,1.87775329045413,-0.721647822869864,0.955916647495094,-0.193202543657935,-1.26913665843088,0.307503319418979,-1.69956072939786,-0.948975635417336,-0.433680946773531,0.328794597921567,-0.289366280573181,0.845511462880835,-1.11446724490856,-0.0694223075742757,-1.1160449336882,-0.358484778358723,-0.0326138597853963,-0.178639263041363,-0.361445588888807,-0.584223447033849,0.58448785522223,-0.0435870682449006,-0.230447164118887,0.219105103350037,31.05,0.0
2683,2224,-0.372972998263944,0.425178292200268,0.898545601792594,-1.54614658187946,-0.0796788587270565,-0.081967508309288,0.487837958732867,-0.0748661942821214,-1.8192938771338,0.510680830788164,1.43791224555452,0.0974098413284102,0.50751210234655,-0.0227839744081094,-0.155933775782432,0.812694303551603,0.2379673422844,-1.67551680401849,0.995028096527211,0.0743086096779768,-0.0493700420084189,-0.34857425878866,-0.0034687225454641,-0.320161340428158,-0.146269277614927,-0.562736718453543,-0.224858877023916,-0.0047569529682187,45.0,0.0
2443,2011,0.739307069840428,-0.853921311663312,-1.75105013327009,0.303891649470256,2.05607290410075,3.47362078874006,0.115685585204352,0.683156072857668,-0.0460031409815338,-0.13481305667524,-0.399212282032816,0.165040351522354,-0.142902670668205,0.4631449905713,0.254740143267062,-0.0530451064920568,-0.587654248648346,0.0758098911558126,0.204520354351101,0.547640383142895,0.0880446513217642,-0.390216506592916,-0.440697256598226,1.03529096992782,0.898443088403736,-0.292249736727451,-0.0418893532374606,0.0573384902645657,293.44,0.0
525,389,-1.58192672515242,1.75475319932147,0.79600331086958,-0.558083886416149,0.302975096982934,-0.068701426288471,0.77621100323451,-0.0571652178896965,1.0361037204818,1.93116230007206,1.46621983747726,-0.359799505683422,-1.51940137656699,-0.759087602702608,0.791610530372678,0.167180502943201,-0.259399468426646,0.0533812821058606,-0.196618550489993,0.908321869122987,-0.511518027283395,-0.729446154413426,-0.0291766127198173,-0.430327782110841,-0.0120862739740218,0.0803178978717252,0.540106669675406,0.0349341728089792,8.93,0.0
3711,3186,-1.76224127285468,-0.288385276060124,1.87682885032932,0.484121808916654,0.409568036496767,-0.504884987632883,-0.745796766735582,0.739941986301708,0.0628307356977856,-1.03702039091932,-0.773840665193246,0.772708549698217,0.658763309485626,-0.0806835099155634,0.10679188157441,0.23939695183603,-0.25122289011288,-0.284511634722347,-1.34190704782464,0.0633949229915811,0.289189123127622,0.43619927429134,-0.0701182035711267,0.0956355806784118,-0.349539097587465,-0.598336367270698,0.0982673397726208,-0.093640514885264,1.0,0.0
938,711,1.34153371928366,-0.066799009110888,-0.118841192855094,-0.455025178098701,-0.0305007053513142,-0.17239147510075,-0.182207156344244,0.0113598506782839,0.138976185534256,-0.006038439864261,0.360217040078118,0.278033926091812,-0.221123119150156,0.449952698034465,0.569547946556859,0.813607119034937,-0.953818286322421,0.432459457010971,0.80439478586779,-0.0523551912782755,-0.141316649417555,-0.437092446017857,-0.103720128585792,-0.7772262575196,0.352175191053174,1.01675895876408,-0.0917393775251389,-0.0195820224923621,0.77,0.0
1726,1340,-0.278463932010767,1.31074250911171,0.47743235657183,0.102364092053673,0.878537941084497,-1.01498880047331,1.06820115851587,-0.250150705531757,-0.844904379363197,-1.06675868467448,-0.351178471398649,-0.101387689292691,0.819055556941088,-1.31690434646946,0.666475687502934,0.455892566009354,0.606221827679609,0.369580303999655,0.0230893631138541,0.0657317164758962,-0.0774204074174829,-0.179169619311412,-0.316154524776255,-0.18303334089286,0.199173658936174,0.354957747370171,0.0222065739939211,0.0751484299276359,0.76,0.0
857,651,-1.77083129029365,0.0344377409325723,2.29896868263854,1.34636977667202,-0.148114474864263,0.0700588816622364,-0.646818826692026,0.515477454309514,0.252557766883138,-0.18680744803684,-0.701294942926191,-0.390290139494605,-0.930702869572679,0.0290978603140765,1.46921118984138,-0.424320679832104,0.407543166366226,0.0509732748568581,0.492943333646858,-0.0221722164161117,0.0980074495871045,0.253604661532075,-0.317748214168333,0.0783800578581437,0.0276069153137402,-0.246427575935995,-0.447484376052739,-0.114312088758932,1.0,0.0
1069,815,-0.883595177395197,0.414590355760215,1.69013242448722,0.191985770208456,-0.17951171227106,-0.444618830214876,0.610345479718528,0.166452959258696,-0.226746173182308,-0.326444914725989,0.914094908145947,0.476736036514129,-1.01800843096243,0.193396698799663,-1.04005205820116,-0.239259975302462,-0.0747476028361605,0.0259991162869702,0.59082451551909,0.25486958500326,-0.0715415733794711,-0.206544921331879,0.0730755481980969,0.54308196716266,-0.0615903702413357,0.209417013464731,0.278170131972118,0.173456265184544,74.22,0.0
1681,1303,-0.821782900611254,1.44269416520187,0.866764671340812,0.898247371870767,-0.139786310362206,-0.804784184825955,0.483185955310909,0.143956622766846,-0.783665682206055,-0.239660754785532,-0.556738870568988,0.35623174714987,0.7085178788213,0.466415501189108,0.924317817279593,-0.252310271662732,-0.071263828575998,0.0584889091915963,0.432784093194017,-0.11725217107669,0.237025668455117,0.545555701615385,-0.10781660912839,0.413896320469778,-0.233578748826749,-0.359934590564993,-0.216462881728878,0.104407683383625,11.03,0.0
935,710,1.40802734147442,-0.33186682634897,-0.313791073511985,-0.849112282912863,-0.36162104365351,-0.863771639715641,-0.0764569968609891,-0.283322650404137,-1.49448098464752,0.83041264504761,1.28818212447088,0.326140263457325,0.779445230505596,0.157625553728125,-0.32664495277952,0.989968167193084,-0.0032792747390988,-1.07842103609149,1.04245317633145,0.154035868332896,0.234797250065429,0.584993733250603,-0.235835623591705,0.0723920917617811,0.826614784994524,-0.0856428893615558,-0.0308215234592614,-0.0080923562618012,25.0,0.0
2717,2258,-1.03045062084051,-0.39107708688712,2.22440833608825,-2.43408991790868,0.178980748716253,0.930839834606213,-0.263866798413691,0.659313797491023,1.54269792963885,-2.29628164188237,0.43506910172474,1.36705465008561,-0.0437582185310677,-0.549767932381122,0.570228840297211,-1.93930537697472,1.25883823338307,-2.37008704260877,-1.41693851697069,-0.163709992900862,0.0167322378237136,0.344308158599909,-0.0241145457814622,-0.582967752886385,0.209374086860447,-0.107881014500586,0.046730390904841,-0.0307383232475814,20.0,0.0
1320,1035,-1.29216639264388,0.694387862399874,1.16410649119567,1.30531682979654,-0.302429380250705,0.553095215517781,1.14659687707793,0.0083872432486584,-0.36352729133946,0.395811552021925,1.40311113505467,1.04468214574577,0.161785575695684,-0.0570409892877971,-0.441966280117441,-1.07423362706738,0.337848501112896,-0.318318636246957,0.974305566263386,-0.0366484251483515,-0.0862713423419725,0.531766410440047,0.161532555298435,0.266848739889886,-0.0943392033348495,-0.314227237204393,-0.137571202938076,-0.381629793365917,155.75,0.0
344,252,-2.39543391284319,-1.54536913635857,1.91939120009215,1.06251356785515,-0.627806201546894,1.15456100138387,-0.86150073881925,1.08948638979191,-1.34126755991622,0.200625621596136,0.824199618905963,1.08834840127489,0.539608343202206,-0.0710282663789658,-0.385580937047806,-2.40742244106589,1.10343414829601,1.03590010430564,-0.146973943018804,0.561230218885657,-0.120568529191627,-0.473852621812664,0.453082048430593,-0.323900292526889,0.105116690567089,-0.219200405888116,0.261788843801088,-0.12295363848915,231.71,0.0
2910,2459,-2.89665369666291,1.50985801963369,1.59139623689462,-0.445591999182279,-0.61711356810324,0.0557478266486841,0.223453475368362,-0.306042909509163,2.29877733619375,2.81014093732582,0.0539870616540188,-0.0857892970717937,0.361272122340803,-1.48214043718312,1.82432240407813,0.100137350838772,-0.770887169759485,-0.095559421132826,-0.972944565134081,0.683777540834449,-0.0433696686705851,1.08829429871413,0.139830954967236,0.0933419476109025,-0.313917881502228,0.339979610626044,0.14101829649595,0.498411734392489,20.8,0.0
724,548,-1.23342604202899,-0.212440503303147,1.83963155933599,-1.80298566693143,-0.493195104056738,0.350423887112834,-0.905316429005938,0.844863073493464,-1.52351682955213,-0.270389878543697,1.56064178808082,0.51074191364734,0.891203952075216,-0.144349281362684,0.170163447691925,1.32773444710404,0.253640453166713,-1.20546717165376,-0.765260691140291,0.108814667415529,0.668410378205187,1.57474998798699,-0.176482199522534,-0.221560659408433,-0.0585043357683988,-0.163971117289635,0.0146702701106021,-0.033209619904332,24.99,0.0
1499,1166,-1.36266677741195,1.03437695013773,0.962541370056411,-1.68779132829848,0.305253755660976,-0.452495145179047,0.840299957740553,-0.299620936615314,0.447843098711498,0.571258055927498,0.628551633726378,-0.0892638833568206,-0.774338478913137,-0.10034329671043,-0.088338884192863,0.732393138180919,-1.23005713735256,0.302127373378291,-0.0995210174839058,0.066051314658379,-0.0742519529130976,-0.167439731747819,-0.181619061983289,-0.325055163579056,-0.271906222911865,0.704352904654313,-0.493989979297929,0.0417023256979186,19.22,0.0
2285,1828,1.08078194941598,-0.177229000583231,0.204810565467725,1.36928909782542,-0.228544772125428,0.0355149685087719,0.0054110301104422,-0.0223521836566984,0.629668075264566,-0.145576527304692,-1.68326862561059,-0.0219590908260635,-0.359674459612034,-0.0886989302173791,-0.339161398399874,-0.131323695622942,-0.275617160611147,-0.0516362555164251,0.253238440590756,0.0198421562928162,-0.0670032688302396,-0.155360977853345,-0.297505428319859,-0.428550568538919,0.804436608841291,-0.227840361933354,0.0175024806700731,0.027983404076453,95.35,0.0
2334,1873,-1.89085249224702,2.05333225592891,0.119536497276909,1.31692335398089,-0.951630792865096,-0.16776828237348,-0.567282330364928,1.47723518286573,-0.236138887474695,-0.121265133875246,-1.22231697498262,0.0258069047466057,-1.15833034245707,1.06026114588657,0.262896438098605,-0.837989969052365,1.18577091399649,-0.455189933111438,0.658032665446409,-0.0320940147983362,0.0123371241937335,0.0933992972714008,0.0240601197394179,0.0580047525669987,0.0401171432810829,-0.203435151583943,0.26661803585117,0.120805149320526,6.49,0.0
2294,1838,-1.54726926396224,1.73321821832673,0.568045944221813,-0.118409344302127,-0.202677230735607,-0.721438777147399,0.585575341517443,0.526176870459905,-1.22182461026328,-0.895185963359866,-0.927744205934325,0.512879831348297,1.0093156795705,0.724624781117855,0.543841954027667,0.2896683254266,-0.130152265853777,-0.561270863342399,0.507428207286497,-0.224379842220264,-0.286580133978981,-1.21060939788818,-0.116204921402194,-0.115189528746843,0.260513972435484,0.0217630036177184,-0.482457143072004,-0.109356355194937,49.15,0.0
1397,1082,-1.5824467511537,-0.0034593485146027,0.64763864504059,0.348055991281854,0.588688821022621,-0.653230638352419,-0.126393652771519,0.434074166872211,-0.0045678278507914,-0.499210894725115,-1.59841721007836,0.399719272381582,0.670577074806673,-0.0565011709143184,-0.379910085520974,-0.0204283204760218,-0.127801575185515,-0.2952524065012,0.640874357169874,0.158310998538632,-0.163526059890685,-0.524740383418105,-0.0450224185768233,-0.412762228481422,0.238437142854889,0.280376950880065,-0.0138523045871532,-0.0080959763641985,20.07,0.0
2705,2246,-0.102731330321852,0.627428953509318,0.947061077717473,-0.864277183907704,0.277120980980619,-1.55480397368088,1.44249031320333,-0.591805611218394,-0.415584412294817,-0.471957732931385,0.066232007008699,0.619696638873533,0.863193294886818,-0.0750683238575134,-0.0944987216357028,0.061805328510205,-0.588803853073901,-1.14937017646252,-0.52306304977537,0.0563445424374396,-0.246071774114369,-0.647594313051789,0.405373373618633,0.727592823693345,-1.41434694782798,0.212162077982775,-0.0573148767011821,0.0050543357459284,46.99,0.0
2357,1902,-0.381035221325863,1.17265061083981,1.29289445961435,0.0002298580600107,0.323594748300089,-0.488164341882155,0.709351738084729,-0.001076216886471,-0.576340555592866,-0.588962859427773,0.210580898782813,0.631840245074413,1.27358328391135,-0.635108761991959,1.01661352669075,0.0344945101484706,0.21986733360519,-0.73254226159816,-0.457154353751951,0.154163160193405,-0.2234615292527,-0.478342591685384,-0.0028214009164699,0.0551814530760684,-0.194277978015902,0.0976738585579049,0.270323663000469,0.0973006572483279,1.79,0.0
982,742,1.00373589679205,-0.124485796298725,0.550523700323443,0.707663000923342,0.114723687894491,1.14220079411675,-0.312824037983803,0.418346705542962,0.369756002528781,-0.400072124048677,0.648682216328129,1.14489751161827,0.184179984399121,0.0030009501332261,0.816541675897903,-1.65988737234569,1.33551871280195,-2.80656075084895,-1.46138145576297,-0.225499546385574,-0.0809378543775752,0.0953447521054645,0.16772915617522,-0.594203557656026,0.103795597020365,0.375502680600504,0.0500580277894534,0.0038407206195075,16.5,0.0
402,290,-0.487233806417431,0.505825332677801,0.880669884051522,0.972986394383984,0.823366603031479,0.287737595747975,0.725038781807074,0.0210404650813969,-0.268138120739458,-0.367036477217974,-2.16628722577817,-0.445540608025697,-0.0164378037250066,-0.0391780755736062,-0.0903000013643468,-0.384981861098362,-0.260995545126631,0.243463141277284,1.32932677508572,0.220836017423361,-0.052209453608605,-0.129566882709366,-0.177153235930501,-1.00411590952327,0.169316754855183,-0.234251736468837,0.129243784017059,0.139251491997244,67.36,0.0
2886,2436,-0.322782044928757,0.731608632517365,0.902574370700248,-2.15540702743524,0.454528559279686,-1.20893393749838,1.19364595315133,-0.436663024269662,0.800036225885599,-1.16213488192134,-0.710536026899152,0.29774530280378,0.317844774150812,-0.0391489565914677,0.870953195224166,-0.456669334923296,-0.777088909801769,0.150068156607654,0.0834882882758963,0.0749024021972748,0.032816231212903,0.499560869348834,-0.363005728598869,-0.0967462854277295,0.154804421034347,-0.810028671279042,0.241138480553263,-0.0177757262194923,1.0,0.0
1940,1498,-0.918129336947467,1.19805632906844,1.20427277824512,-0.28859737839679,-0.422229442336538,-0.678662141537145,0.231561511853352,-0.778358147386853,0.511500323762113,0.0628295669574464,-0.816680968448831,-0.502212114697736,-1.3788981879168,0.0760959219861383,0.238569708422549,-0.168576592102586,0.0565074663225882,-0.388566429313693,0.305098952472494,-0.0465265709657574,0.511232169141549,-0.840150517644816,0.0624659263138184,0.366249386728017,-0.0342333794478952,0.424804101128996,0.222554842795983,0.142330620585458,5.0,0.0
148,92,-0.238410956047651,0.509262765356428,1.95200070367158,0.779065947843994,-0.378940129678235,0.251136557509835,-0.0724120571147944,0.228754858539793,0.210899589494045,-0.373814133802278,-0.715860805290488,-0.046921901071111,-0.334018211683408,-0.245975394600895,0.628314055814284,-0.781586719542126,0.536186774872255,-0.283086494259136,0.681959757026682,0.0046060372239028,0.217448611754668,0.903776545439349,-0.121348659882854,0.141224739734299,-0.613853852033799,0.57592017928351,0.193591768719634,0.165131782369547,2.99,0.0
185,123,-0.50572836193902,0.666300359810047,1.08099302025217,-0.447630349439539,1.03948959591621,0.184016650227627,0.882796990846624,-0.142339931387422,-0.608661013674489,0.0381701289096163,0.307121508472304,0.719950942327806,1.42291278143764,-0.175766659731947,0.0937922586622839,0.570996629224501,-1.31247269525749,0.610038293302826,0.737028122122571,0.435055444512493,-0.058791904639065,0.0220727996984791,-0.226241290144069,-0.986434607700741,-0.0659367342185941,0.25968490364616,0.150573486952413,-0.0425806995061491,40.0,0.0
1028,776,1.26613425079573,-0.2271901441453,-1.073129640361,-0.327992418968367,1.95450004095237,3.54946549039529,-0.593172380311451,0.865150688930723,0.343386109425958,-0.135874302248021,-0.450254281086723,0.256807471070265,-0.16532097249269,0.0908012138656378,-0.0126051584525949,0.0490192774434313,-0.46254593874321,-0.256322674492001,0.587953119128206,0.0211322840224288,-0.279593672896426,-0.802856842484467,-0.0314003156473123,1.03376046547293,0.606614513937529,0.283522641004972,-0.0226192106753897,0.0078588474859927,17.87,0.0
901,679,-0.722725685249494,-0.151058535284702,1.92347905493893,-1.32169729822945,-0.409026720734985,-0.94916732060452,-0.477108714433282,0.0783134086712511,1.0996148356709,-1.09127833907005,0.217931173402814,0.183654870556264,-0.472249907663985,0.153086539667981,2.70368469077415,-0.957342517264207,0.465748366795793,-0.0112544536266998,1.20260647835312,-0.0633602484533822,0.171732714736088,0.643666336602015,-0.11279375933927,0.45976792276384,-0.673286017692013,0.0136262635394626,0.132681022854834,0.123159288787234,0.05,0.0
